x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,y
A329,A0,A0,A1,A1,42.0,A0,A0,A1,A1,80.45,3375.9,A1
A330,,A0,A0,A1,41.0,A1,A0,A0,A0,70.25,2868.05,A0
A331,A0,A1,A0,A1,2.0,A1,A0,A0,,44.7,93.7,A0
A332,A1,A0,A1,A0,30.0,A2,A0,A1,A1,51.2,1561.5,A0
A333,A1,A0,A1,A0,56.0,A0,A0,A1,A1,109.6,5953.0,A1
A334,,A0,A1,A1,64.0,A0,A1,A1,A1,115.0,7396.15,A1
A335,A1,A1,A1,A1,27.0,A1,A0,A0,A1,101.25,2754.45,A0
A336,A1,A0,A0,A1,13.0,A1,A1,A1,A0,67.8,842.25,A1
A337,A1,A0,A1,A1,8.0,A0,A0,A1,A0,90.25,743.75,A1
A338,,A0,A1,A1,70.0,A0,A1,A0,A1,95.0,6602.9,A1
A339,A0,A0,A1,A0,25.0,A0,A2,A2,A2,25.5,630.6,A1
A340,A0,A0,A0,A0,19.0,A2,A0,A0,A0,25.35,566.1,A1
A341,A0,A0,A1,A0,32.0,A1,A2,A2,A2,18.95,613.95,A1
A342,A0,A1,A1,A1,1.0,A1,A0,A0,A0,70.85,70.85,A0
A343,A1,A0,A1,A1,49.0,A1,A2,A2,A2,20.05,923.1,A1
A344,A0,A0,A1,A1,11.0,A0,A0,A0,A0,74.95,825.7,A0
A345,A1,A0,A0,A1,8.0,A2,A1,A0,A0,29.25,226.95,A1
A346,,A0,A0,A1,37.0,A0,A1,A0,A0,91.2,3382.3,A1
A347,A0,A0,A0,A1,2.0,A1,A2,A2,,19.85,51.6,A1
A348,A0,A1,A0,A1,12.0,A1,A1,A1,A0,83.8,1029.75,A0
A349,A0,A0,A0,A1,72.0,A0,A1,A0,A1,100.9,7459.05,A1
A350,A1,A0,A0,A1,58.0,A0,A2,A2,A2,24.35,1423.85,A1
A351,,A0,A0,A1,2.0,A1,A2,A2,,20.35,35.1,A1
A352,A0,A0,A0,A1,12.0,A0,A0,A0,A1,84.45,1059.55,A0
A353,,A0,A0,A1,65.0,A1,A1,A1,A0,59.6,3739.8,A1
A354,A1,A0,A0,A1,2.0,A1,A0,A0,A1,80.65,144.15,A0
A355,A1,A0,A0,A1,20.0,A2,A0,A0,A0,24.9,505.95,A1
A356,,A0,A1,A0,27.0,A0,A0,A0,A0,75.75,1929.0,A1
A357,A1,A0,A1,A0,72.0,A2,A1,A1,A1,63.8,4684.3,A1
A358,A1,A0,A1,A0,72.0,A0,A0,A1,A1,83.3,6042.7,A1
A359,A0,A0,A0,A1,1.0,A1,A0,A0,A0,51.25,51.25,A1
A360,A1,A0,A1,A1,49.0,A0,A1,A0,A0,71.8,3472.05,A1
A361,A1,A0,A0,A1,2.0,A1,A2,A2,,20.1,39.8,A1
A362,A0,A1,A1,A1,29.0,A0,A0,A0,A0,84.3,2357.75,A1
A363,A1,A0,A1,A1,9.0,A2,A0,A0,A1,48.75,442.2,A0
A364,A1,A1,A1,A0,32.0,A0,A1,A0,A1,100.4,3217.65,A1
A365,A0,A0,A0,A1,48.0,A1,A1,A1,A1,78.9,3771.5,A1
A366,A1,A0,A1,A0,17.0,A0,A0,A0,A1,104.2,1743.5,A0
A367,A0,A0,A1,A0,34.0,A1,A1,A0,A1,89.85,3091.75,A1
A368,A0,A0,A0,A0,27.0,A0,A2,A2,A2,25.85,788.55,A1
A369,,A0,A0,A1,25.0,A1,A2,A2,A2,19.5,516.3,A1
A370,A0,A0,A0,A0,13.0,A1,A0,A0,A0,52.1,670.65,A1
A371,A1,A0,A1,A0,14.0,A1,A2,A2,A2,19.7,263.65,A1
A372,A0,A0,A0,A1,13.0,A1,A0,A0,A0,80.85,1008.7,A0
A373,A0,A1,A0,A1,36.0,A0,A0,A0,A1,90.85,3186.7,A0
A374,A1,A0,A0,A1,2.0,A1,A2,A2,,20.7,39.85,A1
A375,A1,A0,A1,A0,57.0,A0,A1,A1,A0,65.2,3687.85,A1
A376,A1,A0,A1,A0,69.0,A0,A0,A1,A0,64.15,4254.1,A1
A377,A0,A0,A0,A1,1.0,A2,A0,A0,A0,35.45,35.45,A0
A378,A0,A0,A0,A0,8.0,A2,A0,A1,A0,44.55,343.45,A1
A379,A0,A1,A1,A1,55.0,A0,A1,A1,A1,113.6,6292.7,A1
A380,A1,A0,A0,A1,3.0,A0,A0,A0,A0,74.25,210.3,A0
A381,A1,A1,A0,A1,2.0,A0,A1,A0,A0,89.5,161.5,A0
A382,,A0,A0,A1,1.0,A2,A0,A1,A0,35.9,35.9,A1
A383,A1,A0,A0,A1,1.0,A1,A0,A0,A1,85.45,85.45,A0
A384,A0,A0,A1,A0,5.0,A1,A0,A0,A0,90.35,434.5,A1
A385,A0,A0,A1,A1,66.0,A0,A0,A1,,63.85,4264.6,A1
A386,A0,A1,A0,A1,3.0,A0,A1,A0,A0,81.35,233.7,A0
A387,,A1,A0,A1,16.0,A0,A0,A0,A1,96.15,1529.2,A0
A388,A1,A0,A0,A1,17.0,A1,A2,A2,A2,20.05,337.9,A1
A389,A0,A0,A1,A0,41.0,A0,A0,A1,A1,102.6,4213.35,A0
A390,A0,A0,A0,A1,54.0,A1,A1,A0,A1,65.3,3512.9,A1
A391,A1,A0,A1,A0,8.0,A0,A1,A0,A0,55.75,446.8,A1
A392,A0,A1,A0,A1,4.0,A1,A0,A0,A0,70.65,293.85,A1
A393,A1,A0,A0,A1,1.0,A1,A2,A2,A2,19.8,19.8,A1
A394,A0,A0,A1,A1,31.0,A0,A0,A1,A1,79.3,2484.0,A1
A395,A1,A0,A0,A1,2.0,A1,A2,A2,A2,20.0,40.9,A1
A396,A1,A1,A0,A1,59.0,A0,A1,A0,A0,89.75,5496.9,A1
A397,A0,A0,A1,A0,36.0,A2,A0,A1,A1,60.7,2234.55,A1
A398,,A1,A1,A1,56.0,A0,A0,A0,A1,100.65,5688.05,A0
A399,A1,A0,A1,A0,32.0,A0,A1,A0,A0,62.45,2045.55,A1
A400,A0,A0,A0,A1,31.0,A0,A1,A0,A0,80.45,2429.1,A1
A401,A0,A0,A1,A1,69.0,A2,A1,A1,A1,60.8,4263.4,A1
A402,A0,A0,A0,A1,4.0,A0,A0,A0,A0,50.4,206.6,A0
A403,A1,A0,A0,A1,66.0,A0,A0,A0,A1,92.15,6056.9,A1
A404,A0,A0,A1,A1,55.0,A1,A1,A0,A0,58.6,3068.6,A1
A405,A0,A0,A1,A0,68.0,A0,A1,A0,A1,110.2,7467.5,A1
A406,A0,A0,A1,A0,71.0,A0,A1,A1,A0,66.85,4748.7,A1
A407,A0,A0,A0,A1,47.0,A1,A1,A1,A1,86.95,4138.9,A1
A408,A1,A1,A1,A1,70.0,A0,A1,A1,A1,92.2,6474.45,A1
A409,A1,A0,A0,A1,40.0,A1,A2,A2,A2,20.6,827.3,A1
A410,A0,A0,A1,A0,72.0,A0,A1,A1,A1,112.25,8041.65,A1
A411,A1,A1,A0,A1,1.0,A1,A0,A0,A1,91.3,91.3,A0
A412,A1,A0,A0,A0,34.0,A1,A1,A0,A1,105.35,3688.6,A1
A413,A0,A0,A1,A0,24.0,A0,A0,A0,A0,54.75,1338.15,A0
A414,A0,A1,A1,A1,30.0,A0,A0,A0,A0,77.9,2351.45,A1
A415,A0,A0,A0,A1,1.0,A0,A0,A0,A0,50.75,50.75,A1
A416,A1,A0,A0,A1,1.0,A1,A2,A2,A2,19.9,19.9,A0
A417,A1,A0,A0,A1,3.0,A0,A0,A0,A0,76.1,257.6,A1
A418,A1,A0,A0,A1,25.0,A1,A2,A2,A2,19.05,461.3,A1
A419,A1,A0,A0,A1,32.0,A2,A0,A0,A0,30.15,927.65,A1
A420,A0,A0,A0,A1,43.0,A1,A1,A0,A0,60.0,2548.55,A1
A421,A0,A0,A1,A1,72.0,A0,A1,A1,A1,117.8,8684.8,A0
A422,A0,A0,A0,A1,10.0,A1,A0,A0,A1,98.9,1064.95,A1
A423,A0,A0,A0,A1,17.0,A1,A2,A2,A2,21.1,385.55,A1
A424,A1,A0,A0,A1,6.0,A1,A2,A2,A2,20.0,109.2,A1
A425,A1,A0,A0,A1,27.0,A1,A1,A1,A1,78.2,2078.95,A1
A426,A1,A0,A0,A1,7.0,A1,A1,A0,A1,94.05,633.45,A1
A427,A1,A0,A0,A1,3.0,A1,A0,A0,A1,80.5,232.35,A1
A428,,A0,A1,A0,44.0,A1,A1,A1,A0,54.9,2549.1,A1
A429,A1,A0,A0,A1,1.0,A2,A0,A0,A1,35.75,35.75,A0
A430,A0,A0,A0,A1,2.0,A1,A2,A2,,19.35,46.35,A1
A431,,A0,A0,A1,52.0,A1,A0,A0,A0,53.75,2790.65,A1
A432,A0,A0,A1,A0,66.0,A2,A0,A1,A1,54.65,3632.0,A1
A433,A1,A0,A1,A0,7.0,A2,A0,A1,A0,34.65,246.6,A1
A434,A1,A1,A1,A1,54.0,A1,A2,A2,A2,18.95,1031.1,A1
A435,A0,A0,A1,A0,,A1,A2,A2,A2,19.85,138.85,A1
A436,A1,A0,A0,A1,46.0,A1,A2,A2,A2,21.1,937.1,A1
A437,A0,A0,A0,A1,1.0,A1,A0,A0,A1,89.1,89.1,A0
A438,A0,A0,A0,A1,14.0,A1,A2,A2,A2,19.35,324.8,A1
A439,A1,A0,A0,A1,24.0,A0,A2,A2,A2,25.15,553.0,A1
A440,A0,A0,A0,A0,6.0,A1,A2,A2,A2,19.65,100.9,A1
A441,A0,A0,A0,A1,32.0,A1,A2,A2,A2,20.05,614.45,A1
A442,A1,A1,A0,A1,35.0,A0,A1,A1,A1,110.8,3836.3,A1
A443,A1,A0,A1,A0,6.0,A1,A0,A0,A0,45.5,285.2,A1
A444,A1,A1,A1,A1,39.0,A0,A0,A1,A1,101.25,3949.15,A1
A445,A1,A0,A1,A0,72.0,A0,A0,A0,A1,71.45,5025.85,A1
A446,A0,A0,A1,A0,38.0,A1,A0,A1,A1,81.0,3084.9,A1
A447,A1,A0,A0,A0,35.0,A0,A0,A0,A0,50.15,1655.35,A1
A448,A1,A0,A1,A1,26.0,A0,A1,A1,A1,90.1,2312.55,A1
A449,A1,A0,A1,A0,1.0,A1,A0,A0,A0,69.8,69.8,A0
A450,A1,A0,A1,A1,5.0,A0,A0,A1,A1,67.95,350.3,A0
A451,,A0,A1,A1,38.0,A1,A1,A0,A0,79.45,3013.05,A0
A452,A0,A0,A0,A1,35.0,A1,A1,A0,A1,102.35,3626.1,A0
A453,A1,A0,A1,A0,70.0,A0,A1,A1,A1,113.05,7869.05,A1
A454,A1,A0,A0,A1,1.0,A0,A0,A0,,84.6,84.6,A1
A455,A1,A0,A0,A1,17.0,A0,A2,A2,A2,24.8,475.25,A1
A456,A0,A1,A1,A0,22.0,A2,A0,A0,A0,40.05,880.2,A0
A457,A1,A0,A0,A0,4.0,A1,A0,A1,A1,98.1,396.3,A0
A458,A1,A0,A0,A1,,A0,A0,A0,A0,56.1,1033.9,A1
A459,A1,A1,A0,A1,14.0,A2,A0,A1,,39.7,692.35,A1
A460,A0,A0,A0,A0,60.0,A1,A2,A2,A2,19.95,1189.9,A1
A461,A1,A0,A0,A1,,A1,A2,A2,A2,20.3,20.3,A0
A462,A0,A0,A0,A1,9.0,A2,A1,A0,A0,39.55,373.0,A1
A463,A1,A0,A0,A1,1.0,A1,A0,A0,A0,70.25,70.25,A0
A464,,A0,A0,A1,1.0,A1,A0,A0,A0,69.9,69.9,A0
A465,A1,A0,A1,A0,72.0,A0,A2,A2,A2,23.75,1679.25,A1
A466,A1,A0,A1,A1,,A0,A0,A0,A1,97.65,6982.5,A1
A467,A1,A1,A0,A1,2.0,A1,A0,A0,A0,44.3,89.3,A1
A468,A0,A0,A0,A1,10.0,A1,A0,A0,A0,56.75,503.25,A1
A469,A1,A0,A1,A1,52.0,A2,A1,A1,A1,66.25,3330.1,A1
A470,A0,A0,A1,A0,37.0,A1,A2,A2,A2,19.8,726.1,A1
A471,A0,A0,A1,A0,56.0,A0,A2,A2,A2,24.45,1431.65,A1
A472,,A1,A1,A1,24.0,A2,A0,A1,A0,34.25,828.2,A1
A473,A1,A0,A1,A1,25.0,A1,A2,A2,,20.2,507.9,A1
A474,A1,A0,A1,A0,72.0,A0,A1,A1,A1,115.6,8220.4,A1
A475,A1,A1,A0,A1,19.0,A1,A1,A1,A1,105.0,2007.25,A1
A476,A1,A0,A0,A1,48.0,A0,A1,A0,A1,107.4,5121.3,A0
A477,A1,A0,A1,A0,52.0,A1,A2,A2,A2,20.1,1078.75,A1
A478,,A1,A0,A1,3.0,A1,A0,A0,A0,70.3,235.5,A0
A479,A1,A0,A1,A1,68.0,A0,A1,A0,A0,84.7,5711.05,A1
A480,A1,A1,A0,A1,56.0,A0,A1,A0,A0,96.85,5219.65,A1
A481,A0,A0,A1,A1,43.0,A1,A0,A1,A0,84.25,3539.25,A1
A482,A1,A0,A1,A1,70.0,A0,A1,A1,A1,84.8,5917.55,A1
A483,,A1,A0,A1,47.0,A0,A1,A1,A0,59.6,2754.0,A1
A484,A0,A0,A0,A0,38.0,A0,A0,A0,A1,99.25,3777.15,A0
A485,A0,A1,A1,A1,7.0,A0,A0,A0,A1,101.95,700.85,A0
A486,A1,A0,A1,A0,36.0,A2,A0,A1,A0,40.65,1547.35,A1
A487,A0,A0,A0,A1,35.0,A1,A2,A2,A2,20.75,739.9,A1
A488,A1,A0,A1,A0,56.0,A1,A1,A0,A0,61.3,3346.8,A1
A489,A0,A0,A1,A0,70.0,A0,A0,A0,A1,68.95,4858.7,A1
A490,A1,A0,A1,A1,49.0,A2,A1,A1,A1,56.3,2780.6,A1
A491,A0,A0,A1,A0,37.0,A0,A0,A1,A0,62.8,2278.75,A1
A492,A0,A0,A0,A1,10.0,A1,A0,A0,A1,94.9,1048.85,A0
A493,A1,A0,A0,A1,1.0,A1,A0,A1,A0,50.8,50.8,A0
A494,A1,A0,A0,A1,9.0,A1,A0,A0,A1,77.65,714.15,A0
A495,A0,A1,A1,A1,32.0,A1,A0,A0,A0,80.3,2483.05,A0
A496,,A0,A0,A1,32.0,A0,A0,A0,A1,74.75,2282.95,A1
A497,A1,A0,A1,A0,,A0,A2,A2,A2,24.75,1342.15,A1
A498,A1,A0,A0,A1,19.0,A0,A2,A2,A2,24.7,465.85,A1
A499,A0,A0,A1,A0,1.0,A1,A0,A0,A0,45.85,45.85,A0
A500,A1,A0,A0,A1,53.0,A1,A2,A2,A2,20.25,1048.45,A1
A501,A1,A0,A1,A0,70.0,A0,A1,A1,A1,89.0,6293.2,A1
A502,A0,A0,A1,A0,,A0,A1,A1,A1,103.75,5969.95,A1
A503,A0,A0,A0,A0,40.0,A1,A1,A0,A0,55.25,2139.2,A0
A504,A0,A0,A1,A0,22.0,A1,A2,A2,A2,20.25,488.25,A1
A505,A1,A0,A1,A1,1.0,A1,A2,A2,A2,20.3,20.3,A1
A506,A1,A1,A0,A1,8.0,A0,A0,A0,A1,101.35,780.5,A0
A507,A0,A0,A0,A1,12.0,A0,A1,A0,A1,106.7,1253.9,A0
A508,A0,A1,A0,A1,56.0,A0,A0,A0,A1,101.05,5594.0,A1
A509,A1,A0,A0,A1,,A1,A2,A2,A2,20.95,85.5,A0
A510,A1,A0,A0,A1,7.0,A0,A0,A1,A1,74.65,521.1,A0
A511,A0,A0,A0,A1,72.0,A2,A0,A1,A1,61.2,4390.25,A1
A512,A0,A1,A1,A1,29.0,A0,A0,A0,A1,94.45,2653.65,A0
A513,,A0,A1,A1,28.0,A1,A2,A2,A2,20.5,563.05,A1
A514,A0,A0,A1,A0,31.0,A2,A0,A1,A0,35.4,1077.5,A0
A515,A0,A0,A1,A0,23.0,A0,A2,A2,A2,24.35,538.5,A1
A516,A1,A0,A1,A0,8.0,A1,A2,A2,A2,19.05,201.7,A1
A517,A1,A1,A0,A1,8.0,A1,A0,A0,A1,94.45,742.95,A0
A518,A0,A0,A1,A1,68.0,A0,A1,A1,A1,110.0,7611.85,A0
A519,A0,A0,A1,A0,1.0,A2,A1,A0,A0,30.2,30.2,A0
A520,A1,A0,A0,A1,32.0,A0,A1,A0,A0,54.2,1739.6,A1
A521,A1,A0,A0,A1,9.0,A1,A2,A2,A2,19.5,150.35,A1
A522,A1,A0,A1,A1,1.0,A1,A0,A0,A1,55.3,55.3,A1
A523,A0,A0,A0,A1,64.0,A0,A0,A1,A0,99.25,6549.45,A1
A524,A1,A0,A0,A1,23.0,A1,A1,A1,A0,83.2,2032.3,A1
A525,,A0,A1,A1,62.0,A1,A0,A1,A1,104.3,6613.65,A1
A526,A0,A0,A0,A1,35.0,A1,A2,A2,A2,21.45,705.45,A1
A527,A1,A0,A1,A0,30.0,A1,A2,A2,,19.7,599.25,A1
A528,A1,A0,A0,A1,29.0,A2,A1,A0,A0,30.6,856.35,A0
A529,A1,A0,A0,A1,16.0,A0,A0,A0,A0,72.65,1194.3,A0
A530,A1,A0,A0,A1,17.0,A1,A2,A2,A2,19.4,358.05,A1
A531,A1,A1,A1,A1,50.0,A0,A2,A2,,25.2,1306.3,A1
A532,A0,A0,A0,A1,30.0,A0,A0,A0,A0,64.5,1888.45,A1
A533,,A0,A0,A1,18.0,A1,A0,A1,A1,68.35,1299.8,A1
A534,A0,A0,A0,A1,1.0,A1,A0,A0,A0,69.8,69.8,A0
A535,A1,A0,A0,A1,,A0,A1,A0,A0,66.15,2522.4,A1
A536,A0,A1,A1,A0,35.0,A1,A1,A1,A1,76.05,2747.2,A1
A537,A0,A1,A1,A1,67.0,A0,A0,A0,A1,94.65,6079.0,A1
A538,A1,A0,A0,A1,61.0,A0,A1,A1,A1,118.6,7365.7,A1
A539,A1,A1,A0,A1,11.0,A0,A0,A0,A0,84.8,906.85,A0
A540,A0,A0,A1,A1,57.0,A1,A0,A1,A0,55.7,3171.6,A1
A541,A0,A0,A0,A1,8.0,A1,A0,A0,A0,66.7,579.0,A1
A542,A1,A0,A0,A1,23.0,A0,A0,A0,A1,78.55,1843.05,A1
A543,A1,A0,A1,A0,33.0,A0,A2,A2,A2,24.15,800.3,A1
A544,A1,A1,A1,A0,12.0,A2,A0,A1,A0,29.3,355.9,A1
A545,A1,A0,A0,A1,53.0,A0,A1,A0,A1,98.6,5311.85,A1
A546,,A0,A1,A0,42.0,A1,A0,A1,A1,100.4,4303.65,A1
A547,A0,A0,A0,A1,14.0,A1,A2,A2,A2,20.4,275.7,A1
A548,A0,A0,A1,A1,28.0,A1,A0,A1,A0,76.55,2065.4,A1
A549,A1,A0,A0,A0,15.0,A1,A1,A1,A0,65.6,1010.0,A1
A550,A0,A0,A1,A1,1.0,A1,A0,A1,A1,84.8,84.8,A0
A551,A0,A0,A0,A1,1.0,A0,A0,A0,,49.8,49.8,A1
A552,A1,A1,A1,A0,23.0,A1,A1,A0,A0,88.45,2130.55,A1
A553,A1,A0,A1,A1,2.0,A1,A0,A0,A0,70.7,141.45,A0
A554,A0,A0,A0,A1,26.0,A1,A0,A1,A1,59.45,1507.0,A1
A555,A0,A0,A0,A1,31.0,A1,A2,A2,A2,20.45,638.55,A1
A556,A1,A0,A0,A1,50.0,A1,A2,A2,A2,19.35,1033.0,A1
A557,A0,A0,A0,A1,24.0,A1,A0,A0,A0,79.85,2001.0,A1
A558,A0,A0,A1,A1,14.0,A0,A0,A0,A1,86.1,1235.55,A0
A559,A0,A0,A0,A1,49.0,A0,A0,A0,A0,74.6,3720.35,A1
A560,A0,A0,A1,A0,60.0,A1,A2,A2,A2,20.55,1205.05,A1
A561,A1,A0,A1,A0,3.0,A1,A1,A1,A0,80.0,241.3,A1
A562,A1,A1,A0,A1,9.0,A1,A0,A0,A1,80.85,751.65,A0
A563,A1,A0,A1,A1,32.0,A1,A2,A2,,19.3,593.2,A1
A564,A1,A0,A0,A1,2.0,A1,A0,A0,A0,70.15,123.8,A1
A565,A1,A0,A0,A1,25.0,A1,A0,A1,A1,76.15,1992.95,A1
A566,A0,A0,A0,A1,45.0,A2,A0,A1,A0,42.3,1840.75,A1
A567,A0,A0,A1,A1,49.0,A2,A1,A0,A1,49.65,2409.9,A1
A568,A1,A1,A1,A1,46.0,A0,A0,A1,A1,100.25,4753.85,A1
A569,A1,A0,A0,A1,11.0,A0,A0,A0,A0,58.95,601.6,A1
A570,A0,A0,A0,A1,3.0,A2,A1,A0,A0,35.45,106.85,A0
A571,A0,A1,A1,A1,10.0,A0,A0,A0,A0,85.55,851.75,A0
A572,A1,A0,A1,A1,2.0,A1,A0,A0,A0,44.6,80.55,A0
A573,A1,A0,A1,A0,17.0,A1,A0,A1,A1,91.85,1574.45,A0
A574,A0,A0,A1,A0,72.0,A0,A1,A1,A1,90.6,6441.85,A1
A575,A0,A0,A0,A1,68.0,A0,A2,A2,A2,24.15,1498.85,A1
A576,A1,A0,A1,A0,1.0,A1,A2,A2,A2,19.45,19.45,A1
A577,A1,A0,A1,A0,70.0,A0,A1,A0,A1,106.5,7397.0,A1
A578,A0,A0,A1,A0,68.0,A0,A2,A2,A2,25.4,1620.2,A1
A579,A1,A0,A0,A1,11.0,A1,A0,A0,A0,64.05,733.95,A1
A580,A0,A0,A1,A1,69.0,A0,A1,A1,A0,107.2,7317.1,A1
A581,A0,A0,A0,A1,1.0,A1,A2,A2,A2,19.2,19.2,A1
A582,A1,A1,A0,A1,11.0,A1,A1,A0,,95.0,1120.3,A0
A583,A0,A1,A1,A1,1.0,A0,A0,A0,A1,86.05,86.05,A0
A584,A0,A0,A0,A1,46.0,A1,A2,A2,A2,19.2,908.15,A1
A585,A0,A1,A0,A1,1.0,A1,A0,A0,A1,79.1,79.1,A0
A586,A0,A1,A1,A1,9.0,A1,A2,A2,A2,19.85,183.15,A1
A587,,A1,A1,A1,65.0,A0,A0,A0,A1,100.75,6674.65,A1
A588,A0,A1,A0,A1,67.0,A0,A0,A0,A0,75.7,5060.85,A1
A589,A0,A0,A1,A1,72.0,A0,A1,A1,A0,82.3,5980.55,A1
A590,A0,A0,A1,A0,70.0,A1,A2,A2,A2,20.35,1458.1,A1
A591,A1,A0,A0,A1,1.0,A0,A2,A2,A2,25.75,25.75,A1
A592,A0,A1,A0,A1,33.0,A0,A1,A0,A0,83.85,2716.3,A0
A593,A1,A0,A0,A1,6.0,A1,A0,A0,A1,91.1,455.3,A0
A594,A1,A0,A0,A1,51.0,A0,A1,A1,A1,111.5,5703.25,A1
A595,A0,A0,A0,A1,32.0,A0,A0,A0,A0,85.65,2664.3,A1
A596,A1,A0,A1,A0,71.0,A1,A2,A2,A2,19.7,1415.85,A1
A597,A0,A1,A1,A1,49.0,A0,A1,A0,A0,88.2,4159.45,A1
A598,A0,A0,A0,A1,1.0,A1,A0,A0,A0,42.9,42.9,A0
A599,A0,A0,A1,A0,1.0,A0,A0,A0,A0,74.5,74.5,A0
A600,A1,A0,A1,A1,60.0,A0,A1,A0,A1,99.8,5985.75,A1
A601,A0,A0,A0,A1,17.0,A1,A1,A0,A0,90.95,1612.2,A1
A602,A1,A0,A0,A1,61.0,A0,A1,A1,A1,88.65,5321.25,A1
A603,,A0,A1,A1,21.0,A1,A0,A0,A1,54.6,1125.2,A1
A604,,A0,A1,A1,46.0,A1,A1,A1,A0,70.6,3231.05,A1
A605,A1,A1,A1,A0,72.0,A0,A1,A1,A1,90.15,6716.45,A1
A606,A1,A0,A1,A0,30.0,A1,A1,A1,A1,80.8,2369.3,A1
A607,A1,A0,A1,A1,61.0,A0,A2,A2,A2,24.4,1417.9,A1
A608,A0,A1,A1,A0,41.0,A0,A1,A1,A1,111.95,4534.9,A0
A609,A1,A0,A1,A0,41.0,A0,A1,A1,A1,109.1,4454.25,A1
A610,A0,A1,A0,A1,20.0,A0,A0,A0,A1,84.35,1745.2,A1
A611,A1,A0,A1,A0,8.0,A1,A1,A0,A0,54.65,482.25,A1
A612,A1,A0,A0,A1,42.0,A0,A0,A0,A1,105.2,4400.75,A0
A613,A1,A0,A0,A1,3.0,A1,A0,A0,A0,44.75,148.05,A1
A614,A1,A0,A1,A0,37.0,A0,A1,A0,A0,95.15,3532.85,A1
A615,A0,A0,A1,A0,68.0,A0,A1,A1,A0,70.8,4859.95,A1
A616,A0,A1,A1,A1,29.0,A0,A0,A0,A0,51.6,1442.0,A1
A617,A1,A0,A1,A1,70.0,A0,A2,A2,A2,26.0,2006.95,A1
A618,A1,A0,A1,unknown,40.0,A0,A0,A1,A0,84.85,3303.05,A0
A619,A1,A0,A0,A1,17.0,A0,A0,A0,A0,80.05,1345.65,A1
A620,A1,A0,A1,A0,72.0,A0,A1,A0,A1,83.6,5959.3,A1
A621,A1,A0,A0,A1,1.0,A1,A0,A0,A0,70.1,70.1,A0
A622,A1,A0,A1,A1,1.0,A1,A0,A0,A1,79.35,79.35,A0
A623,A0,A0,A1,A0,22.0,A1,A1,A0,A1,100.05,2090.25,A1
A624,A0,A0,A1,A1,36.0,A1,A2,A2,A2,20.0,666.75,A1
A625,A1,A0,A1,A0,67.0,A1,A1,A0,A0,50.55,3431.75,A1
A626,A1,A0,A1,A1,3.0,A0,A0,A0,A0,75.15,216.75,A0
A627,,A0,A0,A1,1.0,A1,A2,A2,A2,21.1,21.1,A1
A628,A0,A0,A0,A0,3.0,A1,A2,A2,A2,20.2,50.6,A1
A629,A1,A0,A1,A1,64.0,A1,A1,A1,A0,74.35,4759.55,A1
A630,A1,A0,A1,A0,48.0,A1,A2,A2,A2,20.2,1027.25,A1
A631,A1,A0,A0,A1,26.0,A0,A0,A0,A0,80.7,2193.0,A1
A632,A1,A1,A1,A1,5.0,A1,A0,A0,A0,70.05,302.6,A1
A633,A1,A0,A1,A0,38.0,A1,A2,A2,A2,20.3,749.35,A1
A634,A1,A0,A1,A1,32.0,A1,A0,A0,A0,75.5,2324.7,A1
A635,A0,A1,A0,A0,38.0,A0,A0,A0,A0,80.45,3162.65,A1
A636,A1,A0,A1,A1,64.0,A0,A1,A1,A1,105.4,6794.75,A1
A637,A0,A0,A1,A0,38.0,A0,A1,A0,A1,94.65,3624.3,A0
A638,,A0,A1,A1,19.0,A0,A1,A1,A0,88.8,1672.35,A1
A639,A0,A0,A1,A0,47.0,A0,A1,A0,,99.35,4749.15,A0
A640,A1,A0,A1,A0,48.0,A0,A1,A0,A1,105.25,4997.5,A1
A641,A0,A0,A0,A1,2.0,A1,A0,A0,A0,46.6,87.9,A1
A642,,A0,A0,A1,36.0,A0,A1,A0,A1,99.15,3615.6,A0
A643,,A0,A0,A1,32.0,A0,A0,A0,A1,101.35,3334.9,A1
A644,A1,A0,A1,A0,71.0,A0,A1,A1,A0,71.1,5224.95,A1
A645,A0,A0,A1,A1,56.0,A0,A0,A0,A1,100.55,5514.95,A1
A646,A1,A0,A0,A1,61.0,A0,A1,A1,A1,115.1,6993.65,A1
A647,A1,A0,A0,A1,43.0,A0,A1,A0,,104.6,4759.85,A0
A648,A0,A0,A0,A1,1.0,A1,A0,A0,,49.65,49.65,A0
A649,A0,A0,A0,A0,2.0,A1,A0,A0,A0,55.3,108.65,A1
A650,A1,A0,A1,A1,23.0,A1,A0,A1,A0,68.75,1689.45,A1
A651,A0,A0,A0,A1,16.0,A1,A0,A1,A0,49.45,799.0,A1
A652,A1,A0,A0,A1,13.0,A0,A0,A0,A1,100.35,1358.85,A0
A653,A0,A0,A0,A1,3.0,A1,A0,A0,A1,90.7,237.65,A1
A654,A1,A1,A1,A0,28.0,A2,A0,A0,A1,35.9,973.65,A1
A655,,A1,A0,A1,72.0,A0,A1,A1,A1,108.1,7774.05,A1
A656,,A0,A0,A1,55.0,A0,A0,A0,A1,96.8,5283.95,A0
A657,,A0,A1,A1,72.0,A0,A0,A0,A1,105.5,7544.0,A1
A658,A1,A0,A1,A0,72.0,A2,A1,A1,A0,55.65,3880.05,A1
